date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:05	1248/1248	---M--	200	added ('OK')	image/png	etag:%2260f959c9-4e0%22	https://d3ac62k72pre6z.cloudfront.net/assets/search_icon.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/search_icon.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:05	1149/1149	---M--	200	added ('OK')	image/png	etag:%22603e4885-47d%22	https://d3ac62k72pre6z.cloudfront.net/assets/stats_icon.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/stats_icon.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:05	1969/1969	---M--	200	added ('OK')	image/png	etag:%22603e4885-7b1%22	https://d3ac62k72pre6z.cloudfront.net/assets/stat_icons.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/stat_icons.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:05	1340/1340	---M--	200	added ('OK')	image/png	etag:%2260f959c9-53c%22	https://d3ac62k72pre6z.cloudfront.net/assets/attention_icon.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/attention_icon.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:06	5952/5952	---M--	200	added ('OK')	image/png	etag:%226012884f-1740%22	https://d3ac62k72pre6z.cloudfront.net/assets/tests_icons.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/tests_icons.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:06	1263/1263	---M--	200	added ('OK')	image/png	etag:%2260f959c9-4ef%22	https://d3ac62k72pre6z.cloudfront.net/assets/tooltip_test.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/tooltip_test.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:06	2851/2851	---M--	200	added ('OK')	image/png	etag:%2260f959c9-b23%22	https://d3ac62k72pre6z.cloudfront.net/assets/progress.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/progress.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:06	1821/1821	---M--	200	added ('OK')	image/png	etag:%2260f959c9-71d%22	https://d3ac62k72pre6z.cloudfront.net/assets/finish_icon.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/finish_icon.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:06	1287/1287	---M--	200	added ('OK')	image/png	etag:%2260f54d3f-507%22	https://d3ac62k72pre6z.cloudfront.net/assets/tests_info_arrow.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/tests_info_arrow.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:07	1008/1008	---M--	200	added ('OK')	image/png	etag:%2260f959c9-3f0%22	https://d3ac62k72pre6z.cloudfront.net/assets/hours_close.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/hours_close.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:08	146/146	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Sep%202021%2014:07:09%20GMT	https://d3ac62k72pre6z.cloudfront.net/assets/owl.video.play.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/owl.video.play.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:08	26792/26792	---M--	200	added ('OK')	image/png	etag:%2260cb1ed7-68a8%22	https://d3ac62k72pre6z.cloudfront.net/assets/sprite.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/sprite.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
17:07:09	143/143	---M--	200	added ('OK')	image/png	etag:%2260f959c9-8f%22	https://d3ac62k72pre6z.cloudfront.net/assets/bg-input.png	C:/My%20Web%20Sites/mmmm/d3ac62k72pre6z.cloudfront.net/assets/bg-input.png	(from https://d3ac62k72pre6z.cloudfront.net/assets/application-6012f316a39592bbb7cac03e4eeba182868bf406597f2172f1b10d6bfac2b061.css)
